https://drive.google.com/open?id=1OTfJTu9CsEfBebN-XtRvlGhR3w02dk0G	Blank	4	BBBBBBB	BBBBBBB	BHSHDBP	DBSDPBS	HDSTHHT	BBBBBBB	Verified					FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
https://cdn.discordapp.com/attachments/666872924967403550/667411557583421450/code3-Titan-2pm.jpg	Blank	2	BBBBBBB	BBBBBBB	BTBDTCS	CDHCPTT	HTHDTTS	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://imgur.com/3wPePzr	Blank	1,4	BBBBBBB	BBBBBBB	CHBDBCD	HTSCBBP	CBPDHHC	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://drive.google.com/open?id=1IhwXGeEN50TrnIT6vszvtVO17wX58_ch	Blank	3	BBBBBBB	BBBBBBB	CHBSCDT	HHBSPHC	DSTDCPS	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://media.discordapp.net/attachments/666872924967403550/667154043378073610/image0.jpg?width=764&height=676	Blank	2,4	BBBBBBB	BBBBBBB	CHSHTDD	BBCCSPH	HTCSHBS	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://drive.google.com/open?id=1YsMLQUEqxV_EyeOsVwLZOYVa7RkxTaIx	Blank	3	BBBBBBB	BBBBBBB	CPCHSCH	SDHCPCD	CTBPHCT	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://media.discordapp.net/attachments/666873697763590144/667194074717093918/ap-A60D7F73-5A31-407F-A00C-A386D2A9D3CA.JPEG?width=400&height=225	Clover	3	BBBBBBB	BBBBBBB	CPSHHDH	SSTHTPD	HSHCPTH	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://cdn.discordapp.com/attachments/581389917704290315/666983878401065020/1-14-2020_8-33-27_PM-b5nk4h2c.png	Blank	4	BBBBBBB	BBBBBBB	DDCSSDC	SPHTBPH	TBPSPDS	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://drive.google.com/open?id=1nNnLt7yY3iM5SD86Bw2Xm6Gp0uo6E94o	Blank	2,4	BBBBBBB	BBBBBBB	DPCDDDP	TCTTSBH	SPDPCDC	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://drive.google.com/open?id=1JnVTVtbXrZ0_V6BG82BHmtuStHZzv5ho	Blank	2	BBBBBBB	BBBBBBB	HDPBHSB	HSCBDHC	DSPHHPS	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://gyazo.com/040350edf0eac4c5fbfc8b15504334d4	Blank	2	BBBBBBB	BBBBBBB	PCDPBHC	BSPPTHT	CTPSBTT	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://gyazo.com/ed9d79e5611168f78cfbfbe3046b8785	Blank	3	BBBBBBB	BBBBBBB	PDBSDBD	BHSSTBC	SBHHDHT	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://drive.google.com/open?id=16fHyGmnjrc_2t4N7c2g8DJDveLV2QZZy	Blank	4	BBBBBBB	BBBBBBB	SCHHCPT	PDBCHDD	HPHBPHS	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://cdn.discordapp.com/attachments/666872924967403550/667287178224599050/save_1.png	Diamond	2,3,4	BBBBBBB	BBBBBBB	SSTDCPS	PCTHHDH	HSSSPPS	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://gyazo.com/8cb347d4eaffd4dff576a960236ec859	Blank	2	BBBBBBB	BBBBBBB	SSTHDBT	CSDBPSD	CPSSCPC	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://cdn.discordapp.com/attachments/667098915253780480/667187010620096512/Screenshot_1131.png	Blank	2,4	BBBBBBB	BBBBBBB	TTPPBPD	SPPPSHS	HPDSPCT	BBBBBBB	Verified					TRUE	TRUE	FALSE	FALSE	FALSE	TRUE
https://cdn.discordapp.com/attachments/666872924967403550/667324814687469598/20200116130914_1.jpg	Blank	1,5	BBBBBBB	CBPDHHC	HHBSHCP	SDTCSPD	HHHPBDT	HHBCPPH	Verified					TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Destiny 2 Screenshot 2020.01.17 - 03.49.24.37.png	Blank 	1,5	BBBBBBB	CBPDHHC	HHBSHCP	SDTCSPD	HHHPBDT	HHBCPPH	Verified					TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
https://gyazo.com/27d371fcc731726c094eb595a47d3409	Blank	2	BBBBBBB	CPSSCPC	BCHHCHT	SDHBBBB	BSPTBSH	SDTSHCT	Verified					TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
https://drive.google.com/file/d/1XQX8oKeGH5LONPwhTiR3uIDfbfvfnpGM/view	Blank	2	BBBBBBB	CTPSBTT	SHCDSPT	BPCPHTD	BHTBDHD	CHBSCDT	Verified					TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
https://cdn.discordapp.com/attachments/666872924967403550/667518693491605514/1085660_20200116180113_1.png	Clover	1,2,3,4	BBBBBBB	DBCBDTS	HBTCTHS	HPHTCTH	DSSSDDC	CSHBBSH	Verified					TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
https://imgur.com/a/tMuVeKC	Blank	4	BBBBBBB	DSTDCPS	CPHHCDH	HBTDTPC	TPPSDHB	BHSHDBP	Verified					TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
https://media.discordapp.net/attachments/507362423569907715/667174261030649866/unknown.png?width=827&height=466	Blank	2,5	BBBBBBB	DTHTDBH	TPPHPPD	HCCPBCB	CSHSPSB	HDPBHSB	Verified					TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/e1f11f1a4d5df6d61fb332285a9d50ed	Blank	1,5	BBBBBBB	HBSTDHC	PCDTHCB	BBSCDCT	BTDBPCT	SSTDCPS	Verified					TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/200bfe7e704c7f16199e0b717d058198	Blank	1,4	BBBBBBB	HDSTHHT	HSTSTCC	BBPCBBS	PBDSPTB	SHHBPHB	Verified					TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
https://gyazo.com/79cb7d024a1e38178fc6c316e1ade6ab	Blank	1,4	BBBBBBB	HDSTHHT	HSTSTCC	BBPCBBS	PBDSPTB	SHHBPHB	Verified					TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
